"id","age","gender","education","country","ethnicity","personality_neuroticism","personality_extraversion","personality_openness","personality_agreeableness","personality_conscientiousness","personality_impulsiveness","personality_sensation","consumption_alcohol","consumption_amphetamines","consumption_caffeine","consumption_cannabis","consumption_chocolate","consumption_mushrooms","consumption_nicotine","consumption_cocaine_last_month"
"train_0981","35-44","male","University degree","USA","Black",35.8,57.3,50.1,47.8,58.4,21.5,22.4,"never used","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0982","18-24","male","University degree","New Zealand","Mixed-Black/Asian",52,52.6,76.3,66.1,40.6,56.5,38.8,"used in last week","never used","used in last day","never used","used in last day","never used","used in last decade","No"
"train_0983","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",85.3,39.4,57.8,51.9,38.7,56.5,71.1,"used in last month","never used","used in last day","used in last week","used in last day","used in last month","used in last week","No"
"train_0984","25-34","male","University degree","USA","Mixed-Black/Asian",44.5,62.3,37.2,70.9,66.4,21.5,22.4,"used in last week","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0985","25-34","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",66.6,27,57.8,6.6,28.1,70.5,100,"used in last month","used in last month","used in last day","used in last month","used in last month","used in last month","used in last decade","No"
"train_0986","45-54","female","University degree","USA","Mixed-Black/Asian",57.6,35.5,39.3,66.1,37,33.8,54,"used in last month","never used","used in last week","never used","used in last day","never used","never used","No"
"train_0987","45-54","female","Some college or university, no certificate or degree","UK","Mixed-Black/Asian",69.7,41.2,57.8,32.5,33.6,70.5,62,"used in last month","never used","used in last day","used in last day","used in last week","used in last week","used in last day","No"
"train_0988","25-34","male","University degree","USA","Mixed-Black/Asian",75.2,62.3,76.3,51.9,33.6,56.5,62,"used in last week","used over a decade ago","used in last day","used over a decade ago","used in last week","used in last year","used in last month","No"
"train_0989","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",21,35.5,55.3,49.8,40.6,50.4,62,"used in last year","used in last year","used in last day","used in last day","used in last day","never used","used in last month","No"
"train_0990","18-24","male","University degree","Australia","White",69.7,79.6,79.8,47.8,42.4,70.5,82.6,"used in last week","never used","used in last week","used in last month","used in last day","used in last month","never used","No"
"train_0991","25-34","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",62.3,52.6,30,49.8,31.8,80.9,71.1,"used in last year","never used","used in last day","never used","used in last week","never used","never used","No"
"train_0992","25-34","female","Masters degree","USA","Mixed-Black/Asian",37.7,31.2,50.1,39,51.8,42.8,46.6,"used in last day","never used","used in last day","used in last decade","used in last day","never used","used in last year","No"
"train_0993","35-44","male","University degree","USA","Other",35.8,62.3,41.4,68.6,63.6,42.8,30.8,"used in last day","never used","used in last day","never used","used in last day","never used","used over a decade ago","No"
"train_0994","25-34","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",59.2,79.6,76.3,45.6,63.6,33.8,82.6,"used in last month","used in last week","used in last day","used in last week","used in last day","used in last year","used in last day","No"
"train_0995","45-54","male","University degree","USA","Mixed-Black/Asian",31.7,47.6,39.3,51.9,58.4,21.5,13.2,"used in last year","never used","used in last day","never used","used in last day","used over a decade ago","used in last month","No"
"train_0996","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",53.4,33.3,45.7,58.5,53.7,21.5,0,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0997","18-24","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",44.5,62.3,43.6,63.6,47.9,56.5,30.8,"used in last week","never used","used in last week","used in last decade","used in last week","never used","used in last day","No"
"train_0998","25-34","female","University degree","USA","Mixed-Black/Asian",60.8,52.6,50.1,45.6,51.8,50.4,38.8,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_0999","35-44","male","Masters degree","USA","Mixed-Black/Asian",39.7,69.6,55.3,34.5,66.4,42.8,82.6,"used in last month","used in last decade","used in last day","used in last month","used in last week","used in last year","used in last year","No"
"train_1000","45-54","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",88,27,23.4,51.9,26.3,63,38.8,"used in last week","used in last year","used in last day","used over a decade ago","used in last week","used in last decade","used over a decade ago","No"
"train_1001","18-24","male","University degree","Australia","Mixed-Black/Asian",54.7,45.4,67.3,68.6,49.9,63,54,"used in last month","never used","used in last week","used in last day","used in last week","used in last year","used in last week","No"
"train_1002","18-24","male","Left school at 17 years","Australia","Mixed-Black/Asian",69.7,67,70.2,28.6,51.8,63,100,"used in last month","used in last year","used in last day","used in last day","used in last year","used over a decade ago","used in last day","Yes"
"train_1003","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",52,69.6,64.7,54.2,40.6,50.4,71.1,"used in last day","used in last year","used in last day","used in last day","used in last month","used in last decade","used in last day","No"
"train_1004","35-44","male","University degree","USA","Mixed-Black/Asian",60.8,52.6,41.4,36.8,37,21.5,22.4,"used in last week","never used","used in last week","used over a decade ago","used in last month","never used","used in last year","No"
"train_1005","25-34","female","Professional certificate/ diploma","Australia","Mixed-Black/Asian",71.8,29,45.7,47.8,16.7,42.8,46.6,"used in last month","used in last month","used in last day","used in last week","used in last week","used in last year","used in last day","No"
"train_1006","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",73.5,41.2,41.4,43.5,28.1,70.5,71.1,"used in last day","used in last month","used in last month","used in last day","used in last day","used in last year","used in last year","No"
"train_1007","18-24","male","Left school at 16 years","USA","Mixed-Black/Asian",26.3,54.9,23.4,76.2,60.9,42.8,22.4,"used in last month","never used","used in last day","never used","never used","never used","used in last day","No"
"train_1008","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-White/Asian",35.8,79.6,73.1,51.9,58.4,56.5,62,"used in last year","never used","used in last year","used in last week","used in last month","never used","used in last year","No"
"train_1009","55-64","female","Masters degree","USA","Mixed-Black/Asian",39.7,45.4,57.8,54.2,71.1,42.8,30.8,"used in last week","used in last decade","used in last day","used in last month","used in last day","used in last decade","used over a decade ago","No"
"train_1010","18-24","male","University degree","USA","Mixed-Black/Asian",50.6,47.6,60.2,54.2,56,21.5,46.6,"used in last week","used in last decade","used in last day","used in last decade","used in last month","used in last decade","used in last decade","No"
"train_1011","18-24","female","Some college or university, no certificate or degree","UK","Mixed-Black/Asian",80.9,50.1,87.9,43.5,40.6,63,71.1,"used in last month","used in last day","used in last week","used in last day","used in last day","used in last week","used in last month","No"
"train_1012","35-44","female","Doctorate degree","USA","Black",52,59.7,55.3,51.9,53.7,42.8,22.4,"never used","never used","used over a decade ago","never used","used in last year","never used","used over a decade ago","No"
"train_1013","18-24","female","Left school at 18 years","New Zealand","Mixed-Black/Asian",54.7,50.1,60.2,36.8,22.3,50.4,82.6,"used in last day","never used","used in last week","used in last day","used in last month","used in last year","used in last year","No"
"train_1014","35-44","male","University degree","USA","Mixed-Black/Asian",54.7,45.4,37.2,39,63.6,21.5,0,"used in last week","never used","used in last day","used in last year","used in last week","never used","used in last week","No"
"train_1015","25-34","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",54.7,50.1,45.7,54.2,49.9,33.8,22.4,"used in last month","never used","used in last year","used in last decade","used in last month","never used","used in last decade","No"
"train_1016","35-44","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",57.6,47.6,37.2,66.1,40.6,21.5,22.4,"used in last week","used over a decade ago","used in last day","used in last decade","used in last month","used over a decade ago","used in last day","No"
"train_1017","35-44","male","Masters degree","USA","Mixed-White/Black",57.6,37.7,70.2,61,58.4,33.8,46.6,"used in last week","never used","used in last day","used over a decade ago","used in last week","never used","used over a decade ago","No"
